"RelativePath","Length","LastWriteTime","FullName"
"Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Sugest#U00e3o de caminhos.docx","30063","2026-03-27T07:22:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Sugest#U00e3o de caminhos.docx"
"Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Teste Integrado ponta a ponta.docx","27956","2026-03-27T07:09:30.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Teste Integrado ponta a ponta.docx"
"Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\The_Aguiar_Protocol.pdf","12348287","2026-03-30T13:08:56.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\The_Aguiar_Protocol.pdf"
"Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Top50_Altcoins_2026_Expert_List.docx","40673","2026-04-02T17:04:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Top50_Altcoins_2026_Expert_List.docx"
"Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Trading_Playbook_Profissional_Andrezao.docx","19208","2026-04-02T18:19:48.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\99_PRIVATE_NOTES\Trading_Playbook_Profissional_Andrezao.docx"
"Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_asian_scan.cpython-314.pyc","21663","2026-04-04T03:24:50.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_asian_scan.cpython-314.pyc"
"Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_flow_analyst.cpython-314.pyc","29570","2026-04-04T20:12:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_flow_analyst.cpython-314.pyc"
"Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_morning_scan.cpython-314.pyc","29928","2026-04-04T03:18:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_morning_scan.cpython-314.pyc"
"Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_score_engine.cpython-314.pyc","29037","2026-04-04T20:24:12.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_FINAL\Euru_TOS\__pycache__\euru_score_engine.cpython-314.pyc"
"Euru_TOS_GITHUB\.gitignore","417","2026-04-05T18:43:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\.gitignore"
"Euru_TOS_GITHUB\CLAUDE.md","10999","2026-04-05T14:28:30.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\CLAUDE.md"
"Euru_TOS_GITHUB\euru_asian_scan.py","17262","2026-04-04T03:21:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_asian_scan.py"
"Euru_TOS_GITHUB\euru_flow_analyst.py","22642","2026-04-04T20:11:56.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_flow_analyst.py"
"Euru_TOS_GITHUB\euru_friday_cycle.py","35502","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_friday_cycle.py"
"Euru_TOS_GITHUB\euru_github_sync.ps1","593","2026-04-05T19:04:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_github_sync.ps1"
"Euru_TOS_GITHUB\euru_journal_auditor.py","12562","2026-04-12T22:16:17.7578874Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_journal_auditor.py"
"Euru_TOS_GITHUB\euru_learning_engine.py","35772","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_learning_engine.py"
"Euru_TOS_GITHUB\euru_learning_preflight.py","7804","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_learning_preflight.py"
"Euru_TOS_GITHUB\euru_morning_scan.py","26574","2026-04-04T20:24:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_morning_scan.py"
"Euru_TOS_GITHUB\euru_schedule_setup.ps1","1580","2026-04-05T18:55:46.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_schedule_setup.ps1"
"Euru_TOS_GITHUB\euru_schema_validator.py","27347","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_schema_validator.py"
"Euru_TOS_GITHUB\euru_score_engine.py","21644","2026-04-04T20:23:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_score_engine.py"
"Euru_TOS_GITHUB\euru_threshold_registry.py","19764","2026-04-12T19:07:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\euru_threshold_registry.py"
"Euru_TOS_GITHUB\.claude\settings.local.json","3198","2026-04-05T18:54:44.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\.claude\settings.local.json"
"Euru_TOS_GITHUB\00_GOVERNANCA\EURU_HANDOFF_FILE_INDEX.md","2033","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\EURU_HANDOFF_FILE_INDEX.md"
"Euru_TOS_GITHUB\00_GOVERNANCA\PIPELINES\EURU_FRIDAY_CYCLE.md","4594","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\PIPELINES\EURU_FRIDAY_CYCLE.md"
"Euru_TOS_GITHUB\00_GOVERNANCA\SCHEMAS\EURU_SCHEMA_GOVERNANCE_THRESHOLDS.md","9374","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\SCHEMAS\EURU_SCHEMA_GOVERNANCE_THRESHOLDS.md"
"Euru_TOS_GITHUB\00_GOVERNANCA\SCHEMAS\EURU_SCHEMA_LEARNING_REPORT_AND_SCORECARD.md","10325","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\SCHEMAS\EURU_SCHEMA_LEARNING_REPORT_AND_SCORECARD.md"
"Euru_TOS_GITHUB\00_GOVERNANCA\SCHEMAS\EURU_SCHEMA_TRADE_AND_JOURNAL.md","10324","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\SCHEMAS\EURU_SCHEMA_TRADE_AND_JOURNAL.md"
"Euru_TOS_GITHUB\00_GOVERNANCA\THRESHOLDS\CHANGELOGS\THRESHOLDS_CHANGELOG_system_default_v1.0.0_to_v1.1.0.md","1068","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\THRESHOLDS\CHANGELOGS\THRESHOLDS_CHANGELOG_system_default_v1.0.0_to_v1.1.0.md"
"Euru_TOS_GITHUB\00_GOVERNANCA\THRESHOLDS\PROFILES\THRESHOLDS_PROFILE_system_default_v1.0.0.md","2065","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\THRESHOLDS\PROFILES\THRESHOLDS_PROFILE_system_default_v1.0.0.md"
"Euru_TOS_GITHUB\00_GOVERNANCA\THRESHOLDS\PROFILES\THRESHOLDS_PROFILE_system_default_v1.1.0.md","2503","2026-04-12T19:07:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_GOVERNANCA\THRESHOLDS\PROFILES\THRESHOLDS_PROFILE_system_default_v1.1.0.md"
"Euru_TOS_GITHUB\00_MASTER\EURU_DOCUMENT_REGISTRY_OFFICIAL_v1.3.md","7441","2026-04-11T10:08:48.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_MASTER\EURU_DOCUMENT_REGISTRY_OFFICIAL_v1.3.md"
"Euru_TOS_GITHUB\00_MASTER\EURU_HANDOFF_PROMPT_MASTER_REGISTRY_OTHER_IA.md","1116","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_MASTER\EURU_HANDOFF_PROMPT_MASTER_REGISTRY_OTHER_IA.md"
"Euru_TOS_GITHUB\00_MASTER\EURU_MASTER_DOCUMENTO_OFFICIAL_v1.1.md","6535","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\00_MASTER\EURU_MASTER_DOCUMENTO_OFFICIAL_v1.1.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\ADR_0001_EURU_CANONICAL_OPERATIONAL_STATE_READ_ONLY.md","1106","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\ADR_0001_EURU_CANONICAL_OPERATIONAL_STATE_READ_ONLY.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\ADR_0002_EURU_QUALITY_CONTROL_CANONICAL_FOLDER.md","2386","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\ADR_0002_EURU_QUALITY_CONTROL_CANONICAL_FOLDER.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\Arquivo extra recomendado. Padrao decisao Euru.docx","14357","2026-03-27T07:01:10.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\Arquivo extra recomendado. Padrao decisao Euru.docx"
"Euru_TOS_GITHUB\01_GOVERNANCA\DECISOES_ESTRATEGICAS_REVISADO.md","7325","2026-04-08T15:35:28.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\DECISOES_ESTRATEGICAS_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_AGENT_DECISION_STANDARD_REVISADO.md","1673","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_AGENT_DECISION_STANDARD_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_DOCUMENT_POLICY_OFFICIAL_v1.0.md","4819","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_DOCUMENT_POLICY_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_DOCUMENT_TEMPLATE_HEADER_CHANGELOG.md","434","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_DOCUMENT_TEMPLATE_HEADER_CHANGELOG.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_LEGACY_TRIAGE_OFFICIAL_v1.0.md","5735","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_LEGACY_TRIAGE_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_OPERATIONAL_STATE_OFFICIAL_v1.0.md","4200","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_OPERATIONAL_STATE_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_ChangeManagement_OFFICIAL_v1.0.md","3021","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_ChangeManagement_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_HumanResponsibilities_OFFICIAL_v1.0.md","2743","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_HumanResponsibilities_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_LegacyMigration_OFFICIAL_v1.0.md","4542","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_LegacyMigration_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_RULES_MasterRules_OFFICIAL_v1.1.md","3548","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_RULES_MasterRules_OFFICIAL_v1.1.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_STANDARD_StatusDefinitions_OFFICIAL_v1.0.md","4184","2026-04-11T10:09:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_GOVERNANCE_STANDARD_StatusDefinitions_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_OS_1_REVISADO.md","3351","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_OS_1_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\EURU_OS_REVISADO.md","4280","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\EURU_OS_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\GOVERNANCA_DE_MUDANCAS_REVISADO.md","1599","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\GOVERNANCA_DE_MUDANCAS_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\PADRAO_UNIFICADO_DE_STATUS_REVISADO.md","1807","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\PADRAO_UNIFICADO_DE_STATUS_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\README_GOVERNANCE.md","1528","2026-04-04T19:38:02.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\README_GOVERNANCE.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\REGRAS_MAE_REVISADO_SUMMARY.md","2252","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\REGRAS_MAE_REVISADO_SUMMARY.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\REGRAS_MAE_REVISADO.md","1738","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\REGRAS_MAE_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\RESPONSABILIDADES_HUMANOS_REVISADO.md","2357","2026-04-04T19:32:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\RESPONSABILIDADES_HUMANOS_REVISADO.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\DECISOES_ESTRATEGICAS_BACKUP.md","32942","2026-04-03T15:06:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\DECISOES_ESTRATEGICAS_BACKUP.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\EURU OS 1.docx","17725","2026-03-27T06:29:48.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\EURU OS 1.docx"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\EURU OS.docx","17088","2026-03-27T06:31:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\EURU OS.docx"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\EURU.docx","16076","2026-03-27T06:18:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\EURU.docx"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\GOVERNANCA_DE_MUDANCAS_BACKUP.md","765","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\GOVERNANCA_DE_MUDANCAS_BACKUP.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\PADRAO_UNIFICADO_DE_STATUS_BACKUP.md","1019","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\PADRAO_UNIFICADO_DE_STATUS_BACKUP.md"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\REGRAS_MAE.docx","14521","2026-04-02T19:00:10.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\REGRAS_MAE.docx"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\REGRAS_MAE.yaml","818","2026-04-03T07:06:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\REGRAS_MAE.yaml"
"Euru_TOS_GITHUB\01_GOVERNANCA\backup\RESPONSABILIDADES_HUMANOS_BACKUP.md","1135","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\01_GOVERNANCA\backup\RESPONSABILIDADES_HUMANOS_BACKUP.md"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\API_KEYS_E_PERMISSOES_REVISADO (1).docx","12207","2026-04-05T04:59:50.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\API_KEYS_E_PERMISSOES_REVISADO (1).docx"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\BINANCE_VERIFY.md","364","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\BINANCE_VERIFY.md"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\CONTA_E_KYC_REVISADO.docx","10568","2026-04-05T05:00:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\CONTA_E_KYC_REVISADO.docx"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\DEMO_TRADING_REVISADO.docx","11105","2026-04-05T04:59:56.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\DEMO_TRADING_REVISADO.docx"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\SEGURANCA_E_2FA_REVISADO.docx","10736","2026-04-05T05:00:02.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\SEGURANCA_E_2FA_REVISADO.docx"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\API Keys e Permiss#U00f5es do Euru.docx","17472","2026-03-27T06:31:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\API Keys e Permiss#U00f5es do Euru.docx"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\CONTA_E_KYC.md","241","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\CONTA_E_KYC.md"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\DEMO_TRADING.md","361","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\DEMO_TRADING.md"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\Passos.docx","34855","2026-03-27T06:27:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\Passos.docx"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\SEGURANCA_E_2FA.md","377","2026-03-28T08:42:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\backup\SEGURANCA_E_2FA.md"
"Euru_TOS_GITHUB\02_BINANCE_SETUP\exchangeInfo\iPrestrictions questions and KEYS.docx","260747","2026-03-27T20:21:52.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\02_BINANCE_SETUP\exchangeInfo\iPrestrictions questions and KEYS.docx"
"Euru_TOS_GITHUB\03_ARQUITETURA\EURU_ARCHITECTURE_DIAGRAM_PipelineLogic_OFFICIAL_v1.0.md","6617","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\03_ARQUITETURA\EURU_ARCHITECTURE_DIAGRAM_PipelineLogic_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\03_ARQUITETURA\PIPELINE_DIAGRAM.md","27441","2026-04-05T14:38:46.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\03_ARQUITETURA\PIPELINE_DIAGRAM.md"
"Euru_TOS_GITHUB\04_AGENTES\Abaixo est#U00e3o os arquivos prontos para os 7 agentes.docx","37203","2026-03-27T06:59:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\Abaixo est#U00e3o os arquivos prontos para os 7 agentes.docx"
"Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\BRIEFING_FINAL.md","2092","2026-04-05T12:17:28.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\BRIEFING_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\EURU_AGENTS_SCOUT_PROMPT_OFFICIAL_v1.0.md","568","2026-04-12T22:30:02.9796524Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\EURU_AGENTS_SCOUT_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\OUTPUT_FORMAT_FINAL.md","1963","2026-04-05T12:20:04.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\PROMPT_REVISADO.md","1355","2026-04-05T12:10:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\01_SCOUT\PROMPT_REVISADO.md"
"Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\BRIEFING_FINAL.md","2027","2026-04-05T12:21:42.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\BRIEFING_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\EURU_AGENTS_FLOW_ANALYST_PROMPT_OFFICIAL_v1.0.md","582","2026-04-12T22:30:03.0057793Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\EURU_AGENTS_FLOW_ANALYST_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\OUTPUT_FORMAT_FINAL.md","2105","2026-04-05T12:23:10.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\PROMPT_REVISADO.md","505","2026-04-05T12:11:10.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\02_FLOW_ANALYST\PROMPT_REVISADO.md"
"Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\BRIEFING_FINAL.md","1984","2026-04-05T12:24:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\BRIEFING_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\EURU_AGENTS_NEWS_SENTINEL_PROMPT_OFFICIAL_v1.0.md","584","2026-04-12T22:30:03.0087771Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\EURU_AGENTS_NEWS_SENTINEL_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\OUTPUT_FORMAT_FINAL.md","2262","2026-04-05T12:25:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\PROMPT_REVISADO.md","483","2026-04-05T12:11:22.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\03_NEWS_SENTINEL\PROMPT_REVISADO.md"
"Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\BRIEFING_FINAL.md","2038","2026-04-05T12:28:34.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\BRIEFING_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\EURU_AGENTS_QUANT_RISK_OFFICER_PROMPT_OFFICIAL_v1.0.md","594","2026-04-12T22:30:03.0128782Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\EURU_AGENTS_QUANT_RISK_OFFICER_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\OUTPUT_FORMAT_FINAL.md","2090","2026-04-05T12:29:36.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\PROMPT_REVISADO.md","516","2026-04-05T12:11:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS_GITHUB\04_AGENTES\04_QUANT_RISK_OFFICER\PROMPT_REVISADO.md"
